微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OrWfg5DdS,"转发理由:#微博辟谣# 保安猥亵儿童？男子用AI发布假新闻被依法处理  
原始用户: 百姓关注
转发内容: 【保安猥亵儿童？#男子用AI发布假新闻被依法处理#】随着人工智能不断发展，有人也对此打起了歪主意，试图利用AI技术发布虚假消息，博取流量和关注度。但网络不是法外之地，近日，贵州天柱县的黄某就为此付出了代价。黄某利用AI技术制作了一条“保安猥亵儿童”的短视频发布在平台上，引发网友关注，而短视频的内容并不属实。天柱县公安局网安大队接到群众举报后迅速展开调查，将嫌疑人黄某抓获。面对证据，黄某对自己的违法行为供认不讳。黄某表示，他是为了视频点击量和收益才发布了这条信息，没想到违反了法律，对此感到十分后悔。目前，黄某已被警方依法处理，案件正在进一步办理中。 http://t.cn/A68dwXSW ",,无,无,False,无,无,2024-08-12 16:41,微博网页版,2,0,0
OrW9R0oso,"转发理由:#微博辟谣# 济南曲水亭街被拆古建筑系谣言  
原始用户: 济南生活频道
转发内容: #微博辟谣# 【#济南曲水亭街被拆古建筑系谣言# 】近日，有网友发视频提到“古建筑就这么倒下了”，视频显示，该建筑所处地方为曲水亭街。据悉，该建筑建于2003年，并非古建筑。#济南生活频道#  [组图共2张] 原图 ",,无,"http://ww3.sinaimg.cn/large/6b12aa71ly1hsl3z6vkbzj20zq0opdnw.jpg,http://ww2.sinaimg.cn/large/6b12aa71ly1hsl3z73at9j20rf0p2qcv.jpg",False,无,无,2024-08-12 16:27,微博网页版,1,0,0
OrVLxocSk,"转发理由:#微博辟谣#【#网络辟谣标签#（2024年8月12日）】  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【#网络辟谣标签#（2024年8月12日）】近期重庆黔江发生5.2级地震？近期暴雨致北京昌平两男子踩树干顺流而下？近日四川遂宁一高速隧道口垮塌？近期四川雅安芦山县发生山洪灾害致三十多人失联？深圳市劳动仲裁“熔断”？……戳→http://t.cn/A6ohhIBB看详情@中央网信办举报中心 [组图共5张] 原图 ",,无,"https://ww4.sinaimg.cn/large/0077EbVbly1hsl28amgxoj30xc1hn1kx.jpg,https://ww3.sinaimg.cn/large/0077EbVbly1hsl28ehn0ij30qp1117lc.jpg,https://ww2.sinaimg.cn/large/0077EbVbly1hsl28gml5mj30go0gowol.jpg,https://ww2.sinaimg.cn/large/0077EbVbly1hsl28jmffaj30qr0zih8b.jpg,https://ww4.sinaimg.cn/large/0077EbVbly1hsl28lf4hbj30u01eoh2a.jpg",False,无,无,2024-08-12 15:27,微博网页版,2,0,1
OrVzw2K6v,"转发理由:#微博辟谣# 呼和浩特市住房和城乡建设局严正声明  
原始用户: 内蒙古互联网举报中心
转发内容: 《呼和浩特市住房和城乡建设局严正声明》  呼和浩特市住房和城乡建设局严正声明  ",,无,无,False,无,无,2024-08-12 14:58,微博网页版,1,0,0
OrVpQ0JOL,"转发理由:#微博辟谣# 麻城警方查处一起编造谣言案  
原始用户: 麻城市公安局
转发内容: #微博辟谣#  8月11日，一则内容为“某小区早上出杀人碎尸案了……”、“确实千真万确，警察现在还在，不信可以去看……”的信息在网络上流传，引发不明真相群众议论，造成不良社会影响。麻城警方经过调查核实，确认这个消息系谣言，并将造谣者余某（女，37岁，麻城市歧亭镇人）传唤至公安机关进行调查。通过民警批评教育，余某对编造谣言的违法行为供认不讳，并立即删除了动态，澄清事实，消除影响。8月12日，违法行为人余某因虚构事实扰乱公共秩序，已被@麻城市公安局 依法处以行政拘留七日处罚。麻城警方提示：网络不是法外之地，净化网络环境需要广大网民共同努力积极抵制网络谣言！请广大市民不造谣、不传谣、不信谣！共建文明有序清朗网络空间。 @中国长安网 @中国警察网  @法治日报 @中国新闻网 @湖北政法 @警民携手同行 @湖北日报 @平安湖北 @平安黄冈 @麻城微政务 [组图共2张] 原图 ",,无,"http://ww3.sinaimg.cn/large/9cd111a9gy1hskxl35nr2j20wi1bcjx9.jpg,http://ww2.sinaimg.cn/large/9cd111a9gy1hskxmz01asj256o3gg7wm.jpg",False,无,无,2024-08-12 14:34,微博网页版,1,0,0
OrVmB7W7z,"转发理由:#微博辟谣# 萝卜快跑称未开展招商加盟  
原始用户: 上游新闻
转发内容: 【#萝卜快跑打假#】 #萝卜快跑称未开展招商加盟# 近期互联网上出现了众多以“萝卜快跑”名义，开发虚假网站及APP，散布虚假招商加盟、租赁信息等涉嫌非法获取公民个人信息、诈骗的违法犯罪活动的不实信息。12日，萝卜快跑迅速发出声明表示，无人驾驶行业正处于飞速发展阶段，平台也将继续致力于用科技改善用户出行体验。面对相关侵权行为以及侵害公众利益的非法行为，萝卜快跑表示将坚决予以打击，通过法律途径维护公司及相关网民的合法权益。 [组图共2张] 原图 ",,无,"https://ww2.sinaimg.cn/large/001y6PXDly1hskvrdubo7j60hb0u60zd02.jpg,https://ww2.sinaimg.cn/large/001y6PXDly1hskvrduzv9j60zk0m30zw02.jpg",False,无,无,2024-08-12 14:26,微博网页版,1,1,0
OrViJpQQ6,"转发理由:#微博辟谣# 山东轻工职业学院：学校未授权任何个人和企业在各类平台发布学校相关内容  
原始用户: 山东轻工职业学院
转发内容: #山轻院分享##声明#       近期，涉及学校新生招录的关键阶段，网络上出现了部分以学校名称、简称或近似名称命名的网站、账号、群组等新媒体或自媒体账号，且发布了与学校有关的不实信息，运营主体存在引流、营销等行为，给学校造成了不良影响。在此，学校郑重声明：一、山东轻工职业学院的官方门户网站为：http://t.cn/A68r0Nz1；官方微信公众平台为：“山东轻工职业学院”；官方微博账号为：“山东轻工职业学院”；官方视频号为：“山东轻工职业学院”；官方抖音账号为：“山东轻工职业学院”。学校招生信息官方发布渠道，招生官网为：http://t.cn/A68r0Nzu，微信公众号为：“山东轻工职业学院招就办”。学校未授权任何个人和企业在各类平台发布学校相关内容。二、对未经学校许可擅自使用学校官方名称、简称或近似名称，新/旧校徽校标、学校标志性建筑等形象标识的侵权行为，学校均保留追究其法律责任的权利。三、正值录取迎新工作关键节点，请考生和考生家长以学校官方媒体发布的信息为准，不要轻信相关机构、个人以“查成绩”“查录取”“新生报到须知”“新生大礼包”等名义的引流文章，以免上当受骗。四、请全校师生及社会各界人士保持高度警惕，注意甄别，切勿轻信虚假账号（如“轻工学生服务台”“轻院表白墙”等）的虚假信息。让我们一起营造风清气正的校园网络空间，共同守护校园网络美好家园！ http://t.cn/z8fMhT2 ",,无,无,False,无,无,2024-08-12 14:16,微博网页版,2,0,0
OrUWStiOU,"转发理由:#微博辟谣# 网上造谣“大货车致7死八伤” 吉安一男子被行政处罚  
原始用户: 江西民生新闻
转发内容: 网上造谣“大货车致7死八伤” 吉安一男子被行政处罚江西民生新闻讯 在如今这个“流量为王”的时代，一些人为了“引流”不惜以身试法，肆意制造和传播网络谣言。近日，吉安县公安局网安大队民警在网上巡查时，发现辖区内有一网民在某短视频平台上，发布了一条时长为27秒的视频，其内容为“大货车出大事，已宣布7死八伤”。该视频发布后，在网上迅速传播并引发了大量网民的关注和讨论。根据网上信息，该县网安大队会同辖区派出所立刻展开了核查，发现该视频所涉路段并未发生过“7死八伤”的交通事故，并最终确定该视频为不实信息。根据线索，民警迅速将涉嫌在网络上散布虚假信息的刘某传唤至公安机关接受调查。经调查，刘某系吉安县人，今年46岁，是一名短视频爱好者。其当天在回家的路上看到交警在处置一起交通事故，为了博取眼球、吸引流量，刘某在未经了解事故真相的情况下，现场用手机在该路段拍摄了一段视频，并对视频进行剪辑和配文后，发布在了某短视频平台上，编造出“7死八伤”交通事故的虚假信息。然而，刘某未能如愿地吸引到流量和关注，却引起了公安机关的注意。目前，民警已责令刘某删除不实视频，其因涉嫌虚构事实扰乱公共秩序，已被警方予以行政处罚。 原图 ",,无,https://wx3.sinaimg.cn/large/008C3oi0gy1hskwgunk0yj30dv0dv3ys.jpg,False,无,无,2024-08-12 13:23,微博网页版,1,0,0
OrUOu7KSU,"转发理由:#微博辟谣# 小米汽车二期工厂挖出古墓？最新回应来了  
原始用户: 北京网络举报
转发内容: #北京网络辟谣# 【小米汽车二期工厂挖出古墓？最新回应来了】近日，有网传视频显示，小米汽车二期工厂挖出了古墓，对此，小米集团公关部总经理王化回应称，该消息为假。王化表示：“真实情况哭笑不得。假的，周营大集正在做文勘（正常勘查），保安理解文勘就是挖古墓，也不算啥恶意造谣啥的，大家散了吧。”（来源：证券时报） 原图 ",,无,https://wx1.sinaimg.cn/large/008sHL2mly1hskvyx5siwj30u00k40xu.jpg,False,无,无,2024-08-12 13:02,微博网页版,1,1,0
OrUHC0K4l,"转发理由:#微博辟谣# 曾两次被国家队退回？谢瑜：这个说法不准确，是未通过国家队选拔  
原始用户: 澎湃新闻
转发内容: 【曾两次被国家队退回？谢瑜：这个说法不准确，是未通过国家队选拔】#谢瑜回应曾两次被国家队退回# 近日，巴黎奥运会射击男子10米气手枪金牌获得者谢瑜@夜玫瑰的曲 接受澎湃新闻专访。他表示，网传自己“曾被国家队退回两次”的说法并不准确，实际是未通过国家队选拔。#谢瑜回应一枪打破家徒四壁#  http://t.cn/A68rMV44  ",,无,无,False,无,无,2024-08-12 12:45,微博网页版,2,1,1
OrUjapP6i,"转发理由:#微博辟谣# 盘山公安打击一起网络谣言案件（九）  
原始用户: 盘山县公安局
转发内容: 盘山公安打击一起网络谣言案件（九）为有效净化网络环境，盘山网警持续加强对网络谣言的打击力度，依法查处网上制造传播谣言的违法行为，全力整治网络乱象，现公布1起典型案例。近日，辖区网民朱某在某短视频平台为了吸引关注扩大影响力，发布擅自修改交通违章信息的虚假视频，误导群众并造成不良影响。目前，公安机关已依法责令朱某删除视频并对其进行行政处罚。网络不是法外之地，谨言慎行要牢记。对网上各类“博眼球”信息，广大网民要加强鉴别、识别，做到不造谣、不传谣、不信谣。 ",,无,无,False,无,无,2024-08-12 11:45,微博网页版,3,0,0
OrUchCLA0,"转发理由:#微博辟谣# 谢瑜否认参赛设备系自制：省队准备的，国家队选拔公开公平公正  
原始用户: 澎湃新闻
转发内容: 【#谢瑜否认参赛设备系自制#：省队准备的，国家队选拔公开公平公正】近日，巴黎奥运会射击男子10米气手枪金牌获得者谢瑜接受澎湃新闻专访。他表示自己参赛的设备都是省队准备的，国家队的选拔公平公正。#谢瑜回应一枪打破家徒四壁##谢瑜回应曾两次被国家队退回# 澎湃新闻的微博视频  ",,无,无,False,无,无,2024-08-12 11:28,微博网页版,2,1,1
OrU0eqqVJ,"转发理由:#微博辟谣# 通辽警方发布10起打击整治网络谣言典型案例  
原始用户: 内蒙古互联网举报中心
转发内容: 《通辽警方发布10起打击整治网络谣言典型案例！》  通辽警方发布10起打击整治网络谣言典型案例！  ",,无,无,False,无,无,2024-08-12 10:58,微博网页版,1,0,0
OrTTTChjZ,"转发理由:#微博辟谣# 温州公安公布十大网络谣言典型案例  
原始用户: FM93浙江交通之声
转发内容: 【温州公安公布十大网络谣言典型案例】为维护良好网络舆论秩序、依法严厉打击网络谣言，切实提升广大网民网上安全感和满意度，根据公安部“夏季治安打击整治行动”和“打击整治网络谣言专项行动”统一部署，温州公安机关全力依法查处造谣传谣扰乱公共秩序等违法犯罪活动。现将今年打处的十起典型案例公布如下↓（FM93记者陈裕杰） 原图 ",,无,https://wx3.sinaimg.cn/large/68543588gy1hsius8tz5jj20u055be81.jpg,False,无,无,2024-08-12 10:42,微博网页版,1,0,0
OrTQhB5G6,"转发理由:#微博辟谣# 车主辟谣别克撞上柯尼塞格定损406万：定损结果没出，不会为难对方  
原始用户: 红星新闻
转发内容: 【#车主辟谣别克撞上柯尼塞格定损406万# 定损结果没出，不会为难对方】#网传别克撞上4700万豪车定损406万元#  近日，浙江宁波的一辆别克车撞上一辆超级跑车柯尼塞格，引发广泛关注。随后，有网传消息称，这辆被撞的柯尼塞格是“沙特龙的车，4700万元”，“最后定损406万元，保险出300万元，别克女车主出106万元，车运回瑞典修”。红星新闻了解到，这辆柯尼塞格的车主网名叫“沙特龙”。8月11日晚，沙特龙的一位朋友、博主“海派大叔”对红星新闻表示，网传消息均不实。11日晚，沙特龙与海派大叔见面后拍了一段辟谣视频，后者发布在了社交媒体上。沙特龙在视频中表示，网传的车价4700万元、定损400多万元、对方车主自掏腰包100多万元等信息“都是假的”。沙特龙还在视频中表示，“国内的修车技术已经非常成熟，不用去瑞典修。网上传这个车有多贵多贵，其实也不是很贵，也是一个很小的刮擦事故，没有网上传的那么夸张。” #车主回应柯尼塞格被别克撞上# http://t.cn/A68rUoat ",,无,无,False,无,无,2024-08-12 10:34,微博网页版,1,1,0
OrTLlB2Mu,"转发理由:#微博辟谣# 近期小心此类诈骗！一扫码钱没了！  
原始用户: 中国互联网联合辟谣平台
转发内容: 【近期小心此类诈骗！一扫码钱没了！】“我只是扫了邮件中的二维码，银行卡就提示扣款了......”近期，上海一市民反映收到劳动补贴领取邮件，注意，这是骗子的圈套。请大家务必擦亮双眼，谨防上当受骗。详戳↓↓↓ #防范电信诈骗# #全民反诈在行动#    近期小心此类诈骗！一扫码钱没了！  ",,无,无,False,无,无,2024-08-12 10:21,微博网页版,1,0,0
OrPiAvqRz,"转发理由:#微博辟谣# 网传“渝北龙脊广场发生命案”系谣言  
原始用户: 重庆辟谣
转发内容: #重庆辟谣##联合辟谣# 【网传“渝北龙脊广场发生命案”系谣言】近日，某网民发布警方在江北红鼎国际开展清查信息，另一网民在评论区称“是不是在找渝北龙脊广场杀人犯”，引发关注。经核实，该条评论为谣言。经向警方核实，8月9日晚，根据全国公安机关夏夜治安巡查宣防集中统一行动安排，全市公安民警组织开展夏夜治安巡防第二次集中统一行动，提升人民群众安全感，维护社会治安秩序。帖文实为江北警方开展的清查行动，渝北龙脊广场未发生命案。目前，警方已对造谣网民展开调查。@中国互联网联合辟谣平台 @微博辟谣 原图 ",,无,https://wx3.sinaimg.cn/large/008B71pbgy1hsjvwumy7mj30ws0tdaeg.jpg,False,无,无,2024-08-11 23:00,无,1,0,0
OrNurh22W,"转发理由:#微博辟谣# 1996年出生的男子已“副处级”，还作为专家参与调研？涉事单位：查无此人  
原始用户: 极目新闻
转发内容: #涉事单位回应传28岁男子已是副处级#【1996年出生的男子已“副处级”，还作为专家参与调研？涉事单位：查无此人】#战新院称从未有王家伟其人登记在册#近日，网络热传一位叫王家伟的副处长出生于1996年。8月11日，传闻中王家伟的现任单位告诉极目新闻，经核实，本单位查无此人。网络流传的王家伟简历显示，王家伟，男，1996年生于内蒙古呼伦贝尔阿荣旗，毕业于齐齐哈尔职业学院，2024年7月任中国战略新兴产业研究院有限公司院长助理兼办公室副主任（副处级）。 据中国战略新兴产业通报：近期，《中国战略新兴产业》杂志社收到社会方面举报，称王家伟其人，打着中国战略新兴产业研究院（以下简称“战新院”）院长助理的名义在谋取非法利益。此举不仅严重损害我社及战新院商誉，更是涉嫌经济刑事犯罪。在此，我们对冒用我社及战新院名义进行欺诈的非法行为保留追究法律责任的权利，并发布如下声明：一、 杂志社及战新院从未有王家伟其人登记在册。杂志社及战新院各项工作联系，请直接拨打相关电话沟通确认（010-63691556，010-63691646），谨防上当受骗。二、杂志社唯一官方网站为http://t.cn/A68Bwilj。在网站“联系我们”页面中，有详细的部门设置和联系方式。杂志社唯一官方微信公众号为cseinews。三、凡是冒用我社名义进行任何诈骗行为的单位或个人，一经查出，构成刑事犯罪的将依法由公安机关处理。特此声明。 [组图共2张] 原图 ",,无,"https://ww2.sinaimg.cn/large/001SsZ0Mgy1hsk0u3eggbj60xc0cvwff02.jpg,https://ww1.sinaimg.cn/large/001SsZ0Mgy1hsk0u3dmwtj60qi0ipmzn02.jpg",False,无,无,2024-08-11 18:23,无,7,1,0
OrMp3luoy,"转发理由:#微博辟谣# 编造农产品滞销谣言表面卖惨实为卖货  
原始用户: 央视网快看
转发内容: 【真相来了！#他为啥造谣浙江仙居杨梅滞销#】#编造农产品滞销谣言表面卖惨实为卖货# 今年6月23日，浙江临海警方注意到涉及本地的两个视频，视频内容为果农在市场里摆摊售卖杨梅却没有顾客购买的冷清场景，视频字幕还配上了“仙居杨梅滞销”等字眼。这让警方有些疑惑，本地杨梅都是供不应求的，怎么还滞销了？警方第一时间就找到相关部门查实，他们给了回复，证实了台州没有杨梅滞销的情况。警方正在调查时，发布者的真实动机浮出了水面。发布者发布视频后的当天晚上，竟然开始了直播带货，同时打出了“正宗仙居东魁杨梅，现摘现发”的广告标语。警方研判发现，发布视频的网民为临海本地居民张某，其发布视频的地点也不是在仙居，售卖的杨梅也并非声称的仙居东魁杨梅。随后民警将张某带回询问调查。根据违法嫌疑人张某供述，他编造仙居杨梅滞销的视频发布在网上，是为了通过卖惨在网络上赚流量、博眼球，以达到聚集人气、更好销售杨梅的目的。 http://t.cn/A683aQEb ",,无,无,False,无,无,2024-08-11 15:37,无,4,3,0
OrLPSAoH4,"转发理由:#微博辟谣# 张文宏辟谣网传华山医院腾楼收治新冠病人  
原始用户: 看看新闻KNEWS
转发内容: 【#张文宏辟谣网传华山医院腾楼收治新冠病人#】近日在微信朋友圈有人转发信息“华山医院已经腾出5号楼，专门收治新冠病人”“张文宏建议退休老人这段时间内千万别去跳广场舞……死死捂在家里1个月”等。8月10日上午，有媒体报道称，国家传染病医学中心主任、复旦大学附属华山医院感染科主任张文宏教授表示，这是假消息。同样内容的微信朋友圈信息，最早在2022年12月出现，后来在2023年4月又出现过，几乎每年都有人发同样的假消息， http://t.cn/A683RQV8 ",,无,无,False,无,无,2024-08-11 14:11,无,2,1,0
OrEJ6uk4t,"转发理由:#微博辟谣# 为博人眼球吸引流量，福建这两男子随意散布网络谣言被行政处罚  
原始用户: 第一帮帮团
转发内容: 【为博人眼球吸引流量，福建这两男子随意散布网络谣言被行政处罚】近年来，随着互联网的发展，让广大网友获得了更多元、更便捷的表达渠道。一部手机，一个社交平台，就能报道“现场”。然而，有些网友在不了解真相的情况下，随意发布不实言论，触碰了法律红线。日前，石狮市公安局蚶江派出所就连续查处了2起网络谣言案件。via@第一帮帮团 http://t.cn/A683xjf3 ",,无,无,False,无,无,2024-08-10 20:05,无,0,1,0
OrEvWs2il,"转发理由:#微博辟谣# 警方通报男子高调发文称受官员关照，行拘15日  
原始用户: 红星新闻
转发内容: 【#警方通报男子高调发文称受官员关照# 行拘15日】 #男子高调发文称受官员关照被行拘# 8月8日下午，江杰“格外”高调的朋友圈开始被人截屏并在互联网上传播开来，备受关注。微信朋友圈中，江杰给自己备注的头衔为：千字文集团（翻译、留学）总裁。在过往和最近的微信朋友圈中，江杰格外突出自身和山东省及临沂、日照等一些老领导和现领导的关系，诸如某厅长是自己的哥哥等。除突出自身在官场关系网络外，他还特别突出个人出入高级娱乐场所、使用豪车等言语，同时强调某区区长派三个安保人员陪同自己，某地书记派三名秘书陪他钓鱼等等。8月10日，济南历下公安分局发布情况通报，内容如下：http://t.cn/A683tKLY [组图共2张] 原图 ",,无,"https://ww2.sinaimg.cn/large/006FcX4dly1hsitautz42j30il0q0769.jpg,https://ww2.sinaimg.cn/large/006FcX4dly1hsitkqdczkj30kc0oswfn.jpg",False,无,无,2024-08-10 19:32,无,0,2,0
OrEcda9Tr,"转发理由:#微博辟谣# “你有一份社保补贴金……”假的！别信！  
原始用户: 湖北网络辟谣
转发内容: 【“你有一份社保补贴金……”假的！别信！】#微博辟谣#近期，有一些不法分子冒用社保部门名义发送短信，称社保补贴金已发，要求点击链接提供个人信息，千万别轻信！提示：人社部门发送的短信不会附加任何不明网址，推送的短信不需要输入任何涉及个人信息、银行账号等私密信息。千万不要扫描来历不明二维码！千万不要点击陌生链接！千万不要轻易透露个人银行账号信息和身份信息！ [组图共4张] 原图 ",,无,"https://ww4.sinaimg.cn/large/008sOnrxgy1hsisc54tpjj30hq0f4myy.jpg,https://ww4.sinaimg.cn/large/008sOnrxgy1hsisc5jaabj30u01nc11j.jpg,https://ww2.sinaimg.cn/large/008sOnrxgy1hsisc5tkynj30u01hkdjp.jpg,https://ww3.sinaimg.cn/large/008sOnrxgy1hsisc63mcoj30ok0uyq6b.jpg",False,无,无,2024-08-10 18:44,无,2,4,2
OrE37uVo5,"转发理由:#微博辟谣# 发布不实信息！两人被依法处罚  
原始用户: 平顶山日报
转发内容: #鹰城观察##平顶山# ●发布不实信息！两人被依法处罚为有效净化网络环境，依法打击网络谣言，近期，宝丰县公安局持续加大对网络谣言的打击整治力度，行政处罚2名涉嫌散布谣言的网民。7月28日，违法行为人高某在某短视频平台上传了一条题为“宝丰县石洼村北玉米地里，一女的闷死在地里了”的视频，引起公众关注，造成社会不良影响。经杨庄派出所民警核实，高某为博取流量，发布虚假信息。随后，高某因涉嫌散布谣言被依法给予行政处罚。8月5日，宝丰县公安局网安大队民警在工作中发现，辖区一网民在某短视频平台发布一条题为“偷孩子的被逮住了”的视频，引起公众广泛关注和议论，经查证核实，该视频为不实信息，石桥派出所民警依法将其传唤到案。经查，违法人毛某为博眼球，未经核实，在某短视频平台转发他人视频。民警在对其进行严肃的批评教育后，责令其立即删除涉谣视频，同时，根据《中华人民共和国治安管理处罚法》第二十五条之规定，对其依法予以行政处罚。相关法律条款《中华人民共和国治安管理处罚法》第二十五条第一项之规定，散布谣言、谎报险情、疫情、警情或者以其他方法故意扰乱公共秩序的行为，将受到相应的处罚。具体处罚措施包括： 处五日以上十日以下拘留，并可以并处五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。警方提醒网络不是法外之地，对于恶意炒作、编造散播网络谣言或虚假信息，扰乱公共秩序的违法犯罪行为，公安机关将坚决依法打击。请广大网友不造谣、不信谣、不传谣，不随意转发、扩散未经证实的信息。(来源：平安宝丰) ",,无,无,False,无,无,2024-08-10 18:21,无,2,0,0
OrDOAoN5r,"转发理由:#微博辟谣# 为赚流量编造剧本约架，7人被成都警方处罚  
原始用户: 成都网络辟谣
转发内容: 【为赚流量编造剧本约架，7人被成都警方处罚】烧烤店里，四男两女发生冲突。两名女子用啤酒瓶互殴，一人头部受伤后流血不止，一人满脸鲜血瘫坐在路面，情况看起来十分严重。警方介入调查，事情出现反转，结果出人意料。真相到底如何？#微博辟谣# #四川云辟谣#  为赚流量编造剧本约架，7人被成都警方处罚  ",,无,无,False,无,无,2024-08-10 17:45,无,3,1,1
OrDvGjzEw,"转发理由:#微博辟谣# 散布谣言，行政处罚！  
原始用户: 内蒙古互联网举报中心
转发内容: 【散布谣言，行政处罚！】2024年以来，乌兰察布市网信、公安等部门紧密联动，深入推进“清朗”“净网”系列专项行动，聚焦打击网络谣言、“自媒体”无底线博流量、网络直播领域各类乱象等开展专项整治，依法从严查处网络违法违规行为，现将部分案例向社会公布。#联合辟谣# #微博辟谣#  http://t.cn/A68mQuMr ",,无,无,False,无,无,2024-08-10 16:59,无,0,0,0
OrCnflBFW,"转发理由:#微博辟谣# 燃爆船只公司辟谣忘记插电引发事故：运输过程无须插电   
原始用户: 现代快报
转发内容: #燃爆船只公司辟谣忘记插电引发事故#【宁波舟山港燃爆涉事船只公司回应：运输过程无须插电】8月9日下午，浙江宁波舟山港北仑港区一货轮上的集装箱发生爆炸，网传称“集装箱装载危化品，因忘记插电导致燃爆”。对此，涉事船只所属公司——台湾阳明船公司发声回应，称涉事集装箱为冷藏箱，无须插电。另据媒体“时代周报”引述有关消息人士言论，称集装箱所装货物为HMM船公司（韩国现代商船株式会社）接载的5.2类过氧化剂的冷危货物，与台湾阳明船公司共舱。该人士还透露，货柜是恒温装载，但由于近期宁波气温较高，是否存在操作失当导致温度上升还有待调查。 http://t.cn/A68m3lt5 ",,无,无,False,无,无,2024-08-10 14:05,无,2,0,0
OruKPlpr8,"转发理由:#微博辟谣# 重拳打击网络谣言！安阳警方公布3起典型案例  
原始用户: 平安安阳
转发内容: 发布了头条文章：《重拳打击网络谣言！安阳警方公布3起典型案例》  重拳打击网络谣言！安阳警方公布3起典型案例  ",,无,无,False,无,无,2024-08-09 18:41,微博网页版,1,0,0
OruD1h9Mj,"转发理由:#微博辟谣# 本溪水洞景区提醒广大游客注意：景区门票充足，请从正规渠道购买  
原始用户: 本溪水洞风景区官博
转发内容: 近期发现本溪水洞景区周边有大量社会人员在路边拦截游览车辆，以有景区优惠票为幌子，编造景区售票处停票、排队买不到票等不实信息，向游客兜售高价票或无效票从中牟利，目前已接到多起游客投诉和报警。本溪水洞景区提醒广大游客注意：景区门票充足，请从正规渠道购买，如景区售票处、本溪水洞景区微信公众号、官方抖音号、游娃娃小程序、携程、美团、同程等OTA平台。#本溪水洞##景区公告# [组图共4张] 原图 ",,无,"https://ww2.sinaimg.cn/large/008iQnvXly1hshrdmegiyj31040o0e59.jpg,https://ww1.sinaimg.cn/large/008iQnvXly1hshrd5l3o1j34g02yo1l5.jpg,https://ww1.sinaimg.cn/large/008iQnvXly1hshrdji1dmj32bk1jkkjm.jpg,https://ww1.sinaimg.cn/large/008iQnvXly1hshrdxpzhmj34g02i01l6.jpg",False,无,无,2024-08-09 18:22,微博网页版,3,0,1
OruvfCYIZ,"转发理由:#微博辟谣#【熊猫斩谣（2024年8月9日）】  
原始用户: 四川举报辟谣
转发内容: #四川云辟谣# 【熊猫斩谣（2024年8月9日）】#微博辟谣#大渡河禁渔期外鱼“随便钓”？保质期越短，食品越新鲜、安全？夏季通风不当易致一氧化碳中毒，如何避免？今天有没有你相信的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。   http://t.cn/A68mTV73 ",,无,无,False,无,无,2024-08-09 18:03,微博网页版,1,0,0
OruqHqgUi,"转发理由:#微博辟谣# 襄阳网警联合襄阳住更局查处所谓“青隽城项目房源租售、购买”网络谣言  
原始用户: 襄阳网警
转发内容: #微博辟谣#【襄阳网警联合襄阳住更局查处所谓“青隽城项目房源租售、购买”网络谣言】近日，襄阳网警接报，有网民在网络社交平台上传播“花钱可租赁或购买青隽城项目房源”相关房产中介营销信息，并在评论区与网民讨论“具体一个项目一个政策”，迅速引发有相关需求网民热议。针对该情况，襄阳网警立即与襄阳市住更局取得联系，经核实“青隽城是襄阳市委、市政府为解决襄阳青年人才住房困难问题而建设的人才公寓，不属于保障性租赁住房申请范围”，网民所发为不实信息，对此，襄阳市住房和城市更新局官方已发布辟谣声明。经查，某房产中介公司经纪人张某、襄州区网民董某、老河口市网民邓某、浙江杭州网民陈某等四人均从事房产销售中介职业，为引流客源，提升销售业绩，编造相关虚假信息发布至社交平台，扰乱公共秩序，造成不良社会影响。目前，襄阳警方已依法分别对张某等四人作出批评教育和行政处罚。网警提醒:网络并非法外之地，在发布有关信息时，要遵守相关法律法规，更不能为一己私利故意打擦边球。对于散布不实言论，造谣、传谣等违法行为，公安机关必将给予严厉打击。@平安襄阳@微博辟谣 [组图共2张] 原图 ",,无,"https://ww1.sinaimg.cn/large/bbd20938gy1hshqga6r3nj235s2vwb29.jpg,https://ww3.sinaimg.cn/large/bbd20938gy1hshqgcnusej20e80j3ti3.jpg",False,无,无,2024-08-09 17:52,微博网页版,1,0,0
